education,income,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,complain,response,age,family_size,total_spending,days_as_customer,offers_responded_to,parental_status,cluster
1,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,38,1,756,4403,0,0,0
3,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,42,3,12,4229,0,1,1
2,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,45,3,937,4340,0,1,2
2,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,49,1,1862,4061,4,0,0
1,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,0,0,45,3,367,4202,0,1,2
2,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,38,3,443,4128,0,1,2
2,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,54,3,267,4043,0,1,1
2,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,52,3,61,3894,0,1,1
4,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,64,1,1323,4023,1,0,0
4,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,0,0,72,3,63,3807,0,1,1
1,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,54,2,64,4127,0,0,1
1,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,0,50,3,562,3947,1,1,2
2,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,59,4,312,3826,0,1,2
2,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,70,1,1156,4286,0,0,0
1,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,1,41,1,1104,4282,2,0,0
4,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,51,3,16,3937,0,1,1
3,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,64,1,2008,3929,1,0,0
4,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,40,2,44,4100,0,1,1
2,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,53,3,1574,4102,2,1,2
4,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,0,1,41,3,63,4053,2,1,1
3,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,0,1,41,2,426,4079,2,0,0
0,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,58,2,96,4326,0,0,1
1,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,46,3,635,4087,0,1,2
2,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,56,2,757,4063,0,1,2
4,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,45,3,125,4381,0,1,1
3,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,51,3,332,4205,0,1,2
2,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,45,2,135,3984,0,1,1
2,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,70,3,330,4385,0,1,2
2,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,1,62,3,384,4355,1,1,2
2,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,58,3,1722,4487,0,1,2
2,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,47,5,78,3863,0,1,1
0,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,39,1,24,4330,0,0,1
1,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,1,72,1,1168,3988,1,0,0
3,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,0,73,3,957,4327,1,1,2
2,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,57,3,15,4059,0,1,1
2,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,46,3,57,3819,0,1,1
2,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,48,3,1956,4391,1,1,0
2,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,39,1,2013,4040,4,0,0
1,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,50,3,326,3833,0,1,1
4,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,56,4,77,4490,0,1,1
4,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,62,1,1313,4219,1,0,0
3,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,35,1,30,3835,0,0,1
2,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,63,3,315,4309,0,1,2
3,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,71,3,660,4171,0,1,2
2,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,35,3,74,4311,0,1,1
1,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,46,2,46,3846,0,1,1
4,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,62,2,86,4113,0,1,1
2,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,79,1,1103,4033,0,0,0
3,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,50,3,61,3956,0,1,1
2,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,0,1,43,3,145,4019,2,1,1
2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,68,4,684,4450,0,1,2
4,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,70,3,411,4026,0,1,2
2,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,0,1,38,2,27,4421,2,1,1
4,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,81,1,1060,4155,0,0,0
2,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,60,3,1459,4466,0,1,2
2,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,45,3,18,4466,0,1,1
2,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,1,50,2,1833,4442,2,0,0
3,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,64,3,237,3884,0,1,1
4,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,61,3,48,3829,0,1,1
2,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,1,48,4,515,4140,1,1,2
2,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,50,2,1020,4368,0,0,0
2,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,63,2,1370,3828,0,0,0
2,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,73,3,1026,4272,0,1,2
2,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,59,3,301,3895,0,1,1
2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,68,4,684,4450,0,1,2
2,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,0,59,3,499,4414,1,1,2
2,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,30,2,1004,4473,0,0,0
4,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,50,3,218,4056,0,1,1
2,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,52,3,606,4199,0,1,2
1,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,56,3,75,4156,0,1,1
2,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,56,5,106,4473,0,1,1
2,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,76,2,990,4193,0,0,0
2,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,55,1,1097,3955,0,0,0
0,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,28,2,16,3929,1,0,1
1,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,50,2,34,3901,0,0,1
4,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,34,2,1711,4469,0,0,0
3,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,0,67,4,438,3965,1,1,2
0,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,45,3,75,4334,0,1,1
3,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,64,3,225,4025,0,1,1
3,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,72,4,18,4400,0,1,1
2,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,43,3,470,4205,0,1,2
2,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,43,3,91,4239,0,1,1
3,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,33,1,2525,3933,1,0,0
2,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,1,0,74,3,504,4329,0,1,2
2,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,67,3,235,4337,0,1,1
4,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,63,2,1232,4323,2,1,2
0,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,66,3,88,4219,0,1,1
2,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,53,2,17,3849,0,1,1
2,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,39,2,24,4128,0,1,1
2,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,59,4,60,4108,0,1,1
4,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,72,2,1020,4105,1,1,2
4,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,62,3,155,4367,0,1,1
1,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,50,4,51,3919,0,1,1
3,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,1,54,1,1812,4351,1,0,0
3,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,55,2,1461,4386,3,1,2
2,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,64,2,96,3867,0,1,1
2,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,72,2,160,3929,0,1,1
3,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,55,4,139,4230,0,1,1
3,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,56,2,908,4231,0,1,2
1,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,59,3,183,4098,0,1,1
3,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,55,3,1161,4252,1,1,2
4,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,52,2,988,3882,0,0,0
1,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,63,2,1072,4455,0,1,0
2,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,47,4,174,4088,0,1,1
2,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,1,0,65,3,758,4317,0,1,2
3,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,66,3,195,3977,0,1,1
2,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,45,2,31,4424,2,1,1
3,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,67,2,1084,4113,0,0,0
3,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,0,68,3,685,4291,1,1,2
4,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,59,2,1672,4016,1,0,0
2,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,34,2,43,4040,0,0,1
4,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,0,67,4,49,3930,1,1,1
2,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,59,3,133,4200,0,1,1
2,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,0,67,3,363,4057,1,1,2
2,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,1,0,69,3,545,4237,0,1,2
2,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,0,52,3,1065,4042,1,1,2
2,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,55,2,2047,4271,1,0,0
2,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,52,4,296,4403,0,1,2
2,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,1,49,3,140,4163,1,1,1
2,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,59,2,530,4144,0,1,2
4,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,61,4,152,4487,0,1,1
4,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,33,2,1598,4063,0,0,0
2,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,61,2,114,4323,0,1,1
0,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,38,2,101,4473,0,1,1
2,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,51,3,25,4077,0,1,1
1,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,67,1,789,4316,1,0,0
2,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,0,43,4,87,4131,1,1,1
4,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,66,3,90,4077,0,1,1
4,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,65,3,1215,4224,0,1,2
4,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,69,1,811,4057,1,0,0
2,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,0,1,38,3,61,4412,2,1,1
3,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,49,3,405,4115,0,1,2
3,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,69,4,72,3888,0,1,1
2,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,53,3,189,4296,0,1,1
4,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,38,3,40,4162,0,1,1
2,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,46,2,63,3937,0,1,1
2,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,41,3,52,4262,0,1,1
4,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,48,3,39,3855,0,1,1
2,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,53,3,805,3831,0,1,2
3,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,68,3,130,3870,0,1,1
2,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,52,2,1631,4065,3,0,0
2,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,35,3,34,4157,0,1,1
2,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,72,3,152,4009,0,1,1
0,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,40,2,21,3959,0,1,1
4,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,57,5,71,4066,0,1,1
2,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,0,62,2,899,3833,1,1,0
3,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,77,2,711,3867,0,0,0
4,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,46,3,351,4491,0,1,2
2,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,53,1,8,3839,0,0,1
0,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,32,2,119,4370,0,1,1
2,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,56,4,21,4247,0,1,1
4,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,51,3,10,3894,0,1,1
2,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,0,49,3,973,3833,1,1,2
4,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,1,59,2,1536,4103,3,0,0
2,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,0,72,4,992,4145,1,1,2
4,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,57,3,1529,4289,2,1,0
2,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,52,3,860,4087,0,1,2
2,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,61,2,928,4051,0,1,2
4,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,1,54,4,418,4496,1,1,2
1,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,69,3,587,4492,1,1,2
2,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,49,3,641,3845,0,1,0
2,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,0,48,4,23,3899,1,1,1
2,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,55,2,2279,4114,2,0,0
4,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,51,3,49,3838,1,1,1
4,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,1,41,1,1779,4200,2,0,0
3,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,42,2,1804,4003,2,0,0
2,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,64,4,48,4155,0,1,1
2,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,1,72,3,83,3912,1,1,1
2,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,49,1,1862,4061,4,0,0
4,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,1,61,4,793,4440,1,1,2
2,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,54,3,84,4303,0,1,1
4,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,76,3,183,4110,0,1,1
1,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,66,1,1383,3805,0,0,0
2,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,80,2,999,3880,1,0,0
3,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,61,2,825,4320,0,1,2
2,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,52,2,246,4469,2,1,2
3,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,58,4,610,4264,0,1,2
3,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,56,2,76,4382,0,1,1
2,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,53,3,1286,4285,1,1,2
3,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,49,3,30,3992,1,1,1
2,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,0,60,5,99,4341,0,1,1
2,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,46,1,1192,4443,1,0,0
2,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,49,3,362,4009,0,1,2
2,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,1,41,2,2130,4486,2,0,0
1,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,53,1,1229,4477,3,0,0
4,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,67,4,38,4444,0,1,1
3,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,73,2,485,4140,0,0,2
0,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,73,2,434,4398,0,0,2
2,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,54,2,44,4269,0,1,1
4,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,52,3,496,4380,2,1,2
1,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,55,4,78,4183,0,1,1
3,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,0,1,52,2,2346,4301,4,0,0
2,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,53,2,794,4343,0,0,0
2,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,68,2,17,4094,0,0,1
2,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,53,2,26,4130,0,1,1
1,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,51,3,76,3900,0,1,1
4,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,47,3,15,4001,0,1,1
4,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,61,3,62,3875,0,1,1
3,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,70,3,198,3889,0,1,1
4,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,46,3,49,4044,0,1,1
2,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,0,58,3,802,4167,1,1,2
2,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,1,78,2,1736,3927,2,0,0
2,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,46,3,57,4346,0,1,1
3,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,53,3,59,4187,0,1,1
2,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,71,2,2302,4279,4,0,0
1,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,39,2,37,3928,0,0,1
2,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,54,3,310,4286,0,1,2
2,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,45,2,1305,4402,1,0,0
2,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,58,3,832,4163,0,1,2
2,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,48,4,401,4249,0,1,2
4,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,59,2,1501,3834,2,0,0
2,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,0,1,42,2,1189,3963,5,0,0
2,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,52,3,1194,4139,0,1,2
4,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,64,3,656,3946,0,1,2
3,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,68,1,1540,4380,0,0,0
3,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,59,3,311,4104,0,1,2
1,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,69,3,820,4032,0,1,0
1,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,35,3,274,3966,0,1,1
4,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,62,3,57,4232,0,1,1
2,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,59,3,448,4068,0,1,2
1,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,51,4,44,3816,0,1,1
2,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,52,4,102,4132,0,1,1
2,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,40,3,61,3945,0,1,1
3,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,64,2,1643,4230,0,0,0
3,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,66,3,397,4185,0,1,2
2,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,56,3,1121,3970,1,1,0
2,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,1,47,3,473,4461,2,1,2
0,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,50,3,50,3889,0,1,1
3,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,62,3,1678,4297,0,1,2
2,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,42,2,58,3869,0,0,1
4,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,49,3,170,4074,0,1,1
3,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,42,1,373,3996,0,0,1
4,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,0,1,79,2,1196,4021,2,0,0
2,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,45,3,101,3911,0,1,1
2,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,1,55,4,316,4361,1,1,2
2,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,0,62,3,1400,4081,2,1,0
2,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,76,1,1424,4132,0,0,0
3,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,46,3,844,4477,4,1,2
2,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,49,3,311,4082,0,1,2
2,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,42,2,1149,4214,0,0,0
3,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,41,2,129,3867,0,0,1
2,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,72,2,32,4053,0,1,1
2,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,1,42,2,299,4487,1,1,2
2,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,0,62,3,320,3828,1,1,1
3,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,47,3,441,4382,0,1,2
3,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,75,4,1178,4433,2,1,2
2,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,34,2,85,4295,0,0,1
0,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,42,2,24,4263,0,1,1
2,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,49,2,112,4291,0,1,1
1,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,65,3,30,4301,0,1,1
4,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,41,2,410,4171,0,0,2
2,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,0,48,3,800,4099,1,1,2
4,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,62,1,1313,4219,1,0,0
4,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,68,2,1483,4253,0,0,0
2,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,1,31,1,1258,4048,1,0,0
2,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,37,3,28,4395,0,1,1
2,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,59,3,227,3950,0,1,1
2,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,42,2,1555,4394,2,0,0
2,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,62,2,861,4266,0,1,0
2,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,0,0,46,3,103,4230,1,1,1
4,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,78,1,634,3859,0,0,0
2,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,61,1,1918,3979,0,0,0
3,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,53,3,131,4065,0,1,1
2,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,56,4,586,4438,0,1,2
0,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,0,0,32,3,62,4015,1,1,1
2,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,0,50,3,447,4192,0,1,2
1,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,74,2,939,4495,0,0,0
1,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,0,47,2,797,4136,1,1,2
3,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,1,66,2,1143,4460,1,1,0
2,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,48,2,415,4031,0,1,2
2,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,51,3,30,4013,0,1,1
3,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,56,2,187,3982,0,1,1
2,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,66,3,251,3844,0,1,1
2,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,49,2,237,3858,0,1,1
1,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,64,4,91,3983,0,1,1
